         37994448 function calls (37476797 primitive calls) in 57.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1242(_T)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 metrics_context.py:210(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:188(TickHelper)
        1    0.000    0.000    0.000    0.000 nodes.py:539(Name)
        1    0.000    0.000    0.000    0.000 mock.py:2997(PropertyMock)
        1    0.000    0.000    0.000    0.000 _module_client.py:71(ModelsProxy)
        1    0.000    0.000    0.000    0.000 vector_store_update_params.py:13(VectorStoreUpdateParams)
        1    0.000    0.000    0.000    0.000 base.py:63(AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 _module_client.py:107(RealtimeProxy)
        1    0.000    0.000    0.000    0.000 polar.py:274(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 comparison_filter.py:13(ComparisonFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:16(Mat)
        1    0.000    0.000    0.000    0.000 padding.py:160(CircularPad3d)
        1    0.000    0.000    0.000    0.000 api.py:276(StateDictConfig)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:1301(PrecisionManager)
        1    0.000    0.000    0.000    0.000 response_custom_tool_call_output_param.py:17(ResponseCustomToolCallOutputParam)
        1    0.000    0.000    0.000    0.000 warnings.py:70(PydanticDeprecatedSince29)
        1    0.000    0.000    0.000    0.000 instancenorm.py:205(LazyInstanceNorm1d)
        1    0.000    0.000    0.000    0.000 profiler_util.py:839(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 _decoders.py:36(ContentDecoder)
        1    0.000    0.000    0.000    0.000 jit.py:1063(ConstexprFunction)
        1    0.000    0.000    0.000    0.000 tokenizer_cases.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 rules.py:138(RuleFactory)
        1    0.000    0.000    0.000    0.000 activation.py:361(Hardsigmoid)
        1    0.000    0.000    0.000    0.000 _module_client.py:59(EvalsProxy)
        1    0.000    0.000    0.000    0.000 algorithms.py:87(IDEA)
        1    0.000    0.000    0.000    0.000 wandb_config.py:310(ConfigStatic)
        1    0.000    0.000    0.000    0.000 legend_handler.py:166(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        1    0.000    0.000    0.000    0.000 response_create_params.py:287(ContextManagement)
        1    0.000    0.000    0.000    0.000 descriptors.py:744(SavedForBackwardsAOTOutput)
        1    0.000    0.000    0.000    0.000 serialization.py:783(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 single.py:1748(LinearCoefficients)
        1    0.000    0.000    0.000    0.000 single.py:2842(LieGroup)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:9(MathieuBase)
        1    0.000    0.000    0.000    0.000 core.py:6426(Combine)
        1    0.000    0.000    0.000    0.000 parameter.py:202(UninitializedParameter)
        1    0.000    0.000    0.000    0.000 weak.py:349(TensorWeakRef)
        1    0.000    0.000    0.000    0.000 cbook.py:877(GrouperView)
        1    0.000    0.000    0.000    0.000 wrap.py:47(InductorCompiledCode)
        1    0.000    0.000    0.000    0.000 transform_observation.py:260(GrayscaleObservation)
        1    0.000    0.000    0.000    0.000 bessel.py:901(SphericalBesselBase)
        1    0.000    0.000    0.000    0.000 plistlib.py:631(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 utils.py:22(_MissingType)
        1    0.000    0.000    0.000    0.000 core_schema.py:498(ComputedField)
        1    0.000    0.000    0.000    0.000 observer.py:1689(Granularity)
        1    0.000    0.000    0.000    0.000 stream.py:714(NullStream)
        1    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_wrapper)
        2    0.000    0.000    0.000    0.000 core.py:178(__init__)
        1    0.000    0.000    0.000    0.000 wrappers.py:18(WrapperRule)
        1    0.000    0.000    0.000    0.000 _dispatcher.py:87(SSLDispatcher)
        1    0.000    0.000    0.000    0.000 argparse.py:1007(__call__)
        1    0.000    0.000    0.000    0.000 context.py:296(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 _module_client.py:143(FineTuningProxy)
        1    0.000    0.000    0.000    0.000 _config.py:159(Limits)
        3    0.000    0.000    0.000    0.000 core.py:856(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:144(ImageHandler)
        1    0.000    0.000    0.000    0.000 VideoClip.py:1196(DataVideoClip)
        1    0.000    0.000    0.000    0.000 polar.py:297(ThetaLocator)
        1    0.000    0.000    0.000    0.000 image_url_content_block_param.py:12(ImageURLContentBlockParam)
        1    0.000    0.000    0.000    0.000 container_auto_param.py:21(ContainerAutoParam)
        4    0.000    0.000    0.000    0.000 core.py:896(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:286(Exit)
        1    0.000    0.000    0.000    0.000 summary_record.py:44(SummaryItem)
        1    0.000    0.000    0.000    0.000 known_type_names.py:15(KnownTypeNames)
        1    0.000    0.000    0.000    0.000 upload_complete_params.py:12(UploadCompleteParams)
        1    0.000    0.000    0.000    0.000 file_search_tool_param.py:17(RankingOptionsHybridSearch)
        1    0.000    0.000    0.000    0.000 viz.py:27(Visualize)
        1    0.000    0.000    0.000    0.000 introspection.py:363(InspectedAnnotation)
        1    0.000    0.000    0.000    0.000 _trace.py:87(ONNXTracedModule)
        1    0.000    0.000    0.000    0.000 api.py:359(OptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 fancysets.py:139(Naturals0)
        1    0.000    0.000    0.000    0.000 tarfile.py:307(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tag.py:119(PassDict)
        1    0.000    0.000    0.000    0.000 utils.py:163(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 _module_client.py:77(SkillsProxy)
        1    0.000    0.000    0.000    0.000 containers.py:379(TupleKind)
        1    0.000    0.000    0.000    0.000 cli.py:788(CertParamType)
        1    0.000    0.000    0.000    0.000 _module_client.py:137(ModerationsProxy)
        1    0.000    0.000    0.000    0.000 structures.py:549(_omd_bucket)
        1    0.000    0.000    0.000    0.000 exceptions.py:411(MethodNotImplemented)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ArtifactStatusError)
        1    0.000    0.000    0.000    0.000 _fsdp_collectives.py:116(DefaultReduceScatter)
        1    0.000    0.000    0.000    0.000 web_search_tool_param.py:13(Filters)
        1    0.000    0.000    0.000    0.000 lexer.py:452(OptionalLStrip)
        2    0.000    0.000    0.000    0.000 _funcs.py:62(__init__)
        4    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 backend_registration.py:469(_DummyPrivateUse1Hook)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:196(BoxBlur)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1156(List)
        1    0.000    0.000    0.000    0.000 text_content_block_param.py:10(TextContentBlockParam)
        1    0.000    0.000    0.000    0.000 client_logging.py:129(StructuredLogFormatter)
        1    0.000    0.000    0.000    0.000 modes.py:172(CFB)
        1    0.000    0.000    0.000    0.000 vector_store_search_params.py:15(VectorStoreSearchParams)
        1    0.000    0.000    0.000    0.000 schemas.py:209(PlainTensorMeta)
        1    0.000    0.000    0.000    0.000 exc.py:69(TorchDynamoException)
        1    0.000    0.000    0.000    0.000 computer_action_list_param.py:110(Move)
        1    0.000    0.000    0.000    0.000 response_output_text_param.py:36(AnnotationURLCitation)
        1    0.000    0.000    0.000    0.000 extensions.py:100(ExtensionType)
        1    0.000    0.000    0.000    0.000 extensions.py:1037(PrecertPoison)
        1    0.000    0.000    0.000    0.000 completion_create_params.py:385(WebSearchOptionsUserLocationApproximate)
        1    0.000    0.000    0.000    0.000 skill_update_params.py:10(SkillUpdateParams)
        1    0.000    0.000    0.000    0.000 multi_grader_param.py:21(MultiGraderParam)
        1    0.000    0.000    0.000    0.000 grader_inputs_param.py:29(GraderInputsParamItemInputImage)
        1    0.000    0.000    0.000    0.000 vex_types.py:128(DistanceUnits)
        1    0.000    0.000    0.000    0.000 downloads.py:26(DownloadHistoryResult)
        1    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:132(NoopAliasHandler)
        1    0.000    0.000    0.000    0.000 image_url_param.py:10(ImageURLParam)
        1    0.000    0.000    0.000    0.000 util.py:147(LazyModuleState)
        1    0.000    0.000    0.000    0.000 __init__.py:16(_HasHTML)
        1    0.000    0.000    0.000    0.000 __init__.py:104(Event)
        1    0.000    0.000    0.000    0.000 graph_region_tracker.py:89(InputPickler)
        1    0.000    0.000    0.000    0.000 _base.py:96(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 pickup.py:6(CheckHolding)
        1    0.000    0.000    0.000    0.000 _utils.py:24(NoLock)
        1    0.000    0.000    0.000    0.000 _utils.py:1011(_LazySeedTracker)
        5    0.000    0.000    0.000    0.000 basic.py:324(_hashable_content)
        1    0.000    0.000    0.000    0.000 cookies.py:103(MockResponse)
        1    0.000    0.000    0.000    0.000 skill_list_params.py:10(SkillListParams)
        1    0.000    0.000    0.000    0.000 utils.py:102(FormatReplace)
        1    0.000    0.000    0.000    0.000 entity.py:540(GeometrySet)
        1    0.000    0.000    0.000    0.000 _streams.py:225(ByteStreamConnectable)
        1    0.000    0.000    0.000    0.000 guards.py:3102(ExprCounter)
        1    0.000    0.000    0.000    0.000 computer_action_list_param.py:136(Scroll)
        2    0.000    0.000    0.000    0.000 particle.py:32(__init__)
        1    0.000    0.000    0.000    0.000 response_input_param.py:418(McpListToolsTool)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:1395(validate_stats_open_metrics_filters)
        1    0.000    0.000    0.000    0.000 structures.py:998(_ImmutableOrderedMultiDict)
        1    0.000    0.000    0.000    0.000 fields.py:98(_FieldInfoAsDict)
        1    0.000    0.000    0.000    0.000 utils.py:4070(CUDAGraphWrapper)
        1    0.000    0.000    0.000    0.000 misc.py:1075(LambdaVariable)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:4(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 serializer.py:26(_PDataSerializer)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:102(IncrementRecursionCount)
        1    0.000    0.000    0.000    0.000 runner.py:14(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 response_output_text_param.py:20(AnnotationFileCitation)
        1    0.000    0.000    0.000    0.000 chat_completion_audio_param.py:11(ChatCompletionAudioParam)
        5    0.000    0.000    0.000    0.000 platform.py:843(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 response_input_param.py:212(LocalShellCall)
        1    0.000    0.000    0.000    0.000 _dtypes.py:117(uint16)
        1    0.000    0.000    0.000    0.000 ticker.py:1995(_Edge_integer)
        1    0.000    0.000    0.000    0.000 aim.py:1785(Tagdesc)
        1    0.000    0.000    0.000    0.000 padding.py:800(ZeroPad3d)
        1    0.000    0.000    0.000    0.000 pathlib.py:151(_Selector)
        1    0.000    0.000    0.000    0.000 misc.py:1781(LoggingLoggerVariable)
        1    0.000    0.000    0.000    0.000 core.py:154(base_type)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1153(_Frame)
        1    0.000    0.000    0.000    0.000 core.py:1060(NullCache)
        1    0.000    0.000    0.000    0.000 utils.py:1595(_WrappedMethod)
        1    0.000    0.000    0.000    0.000 dataloader.py:773(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 facts.py:571(FactKB)
        1    0.000    0.000    0.000    0.000 assistant_list_params.py:10(AssistantListParams)
        1    0.000    0.000    0.000    0.000 converters.py:85(AnyConverter)
        1    0.000    0.000    0.000    0.000 package_exporter.py:118(PackagingError)
        1    0.000    0.000    0.000    0.000 utils.py:4047(CUDAGraphWrapperMetadata)
        1    0.000    0.000    0.000    0.000 backend_tools.py:613(ToolForward)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:1167(_DispatchCacheValidEntry)
        1    0.000    0.000    0.000    0.000 utils.py:418(MutationChecker)
        1    0.000    0.000    0.000    0.000 graph_break_hints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 batch_create_params.py:69(OutputExpiresAfter)
        1    0.000    0.000    0.000    0.000 core_schema.py:2759(ChainSchema)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:1181(_DispatchCacheBypassEntry)
        1    0.000    0.000    0.000    0.000 transforms.py:2811(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 eval_update_params.py:13(EvalUpdateParams)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:775(ConstantLR)
        1    0.000    0.000    0.000    0.000 legend_handler.py:430(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:90(cuFFTPlanCacheManager)
        1    0.000    0.000    0.000    0.000 wandb_init.py:794(_ChainableNoOp)
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 artifact.py:2724(_ArtifactVersionType)
        1    0.000    0.000    0.000    0.000 serialization.py:736(_opener)
        1    0.000    0.000    0.000    0.000 actuators.py:244(LEDsActuator)
        1    0.000    0.000    0.000    0.000 __init__.py:37(context)
        1    0.000    0.000    0.000    0.000 unix_events.py:919(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 _namespace_utils.py:30(NamespacesTuple)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:268(__subclasshook__)
        1    0.000    0.000    0.000    0.000 inference.py:273(PropKB)
        1    0.000    0.000    0.000    0.000 agent.py:60(RandomAgent)
        1    0.000    0.000    0.000    0.000 response_reasoning_item_param.py:31(ResponseReasoningItemParam)
        1    0.000    0.000    0.000    0.000 exceptions.py:261(IncompleteRead)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:657(FrameCatcher)
        1    0.000    0.000    0.000    0.000 line.py:2362(Segment2D)
        1    0.000    0.000    0.000    0.000 function_definition.py:13(FunctionDefinition)
        1    0.000    0.000    0.000    0.000 nodes.py:443(ExprStmt)
        1    0.000    0.000    0.000    0.000 core_schema.py:935(BytesSchema)
        1    0.000    0.000    0.000    0.000 upload_create_params.py:41(ExpiresAfter)
        1    0.000    0.000    0.000    0.000 static_file_chunking_strategy_param.py:10(StaticFileChunkingStrategyParam)
        1    0.000    0.000    0.000    0.000 grouping.py:89(UnBatcherIterDataPipe)
        1    0.000    0.000    0.000    0.000 wsgi.py:44(WSGITransport)
        1    0.000    0.000    0.000    0.000 mock.py:2216(MagicProxy)
        1    0.000    0.000    0.000    0.000 transforms.py:1047(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 _flat_param.py:192(_FlatParameterMeta)
        1    0.000    0.000    0.000    0.000 storage_handler.py:60(StorageHandler)
        1    0.000    0.000    0.000    0.000 import_hooks.py:129(_ImportHookChainedLoader)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2546(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 inline_skill_source_param.py:10(InlineSkillSourceParam)
        1    0.000    0.000    0.000    0.000 nodes.py:1001(Or)
        1    0.000    0.000    0.000    0.000 extensions.py:1969(OCSPAcceptableResponses)
        1    0.000    0.000    0.000    0.000 vector_store_list_params.py:10(VectorStoreListParams)
        1    0.000    0.000    0.000    0.000 credentials.py:552(Scoped)
        1    0.000    0.000    0.000    0.000 sharding.py:22(_ShardingIterDataPipe)
        1    0.000    0.000    0.000    0.000 sets.py:2759(SetKind)
        1    0.000    0.000    0.000    0.000 ssh.py:522(_SSHFormatEd25519)
        2    0.000    0.000    0.000    0.000 _utils.py:418(__init__)
        1    0.000    0.000    0.000    0.000 cudagraph_utils.py:217(BoxedDeviceIndex)
        1    0.000    0.000    0.000    0.000 Scroll.py:4(Scroll)
        1    0.000    0.000    0.000    0.000 split_module.py:19(Partition)
        1    0.000    0.000    0.000    0.000 function_tool_param.py:12(FunctionToolParam)
        1    0.000    0.000    0.000    0.000 _guards.py:226(SLoc)
        1    0.000    0.000    0.000    0.000 user_defined.py:2260(UserDefinedListVariable)
        1    0.000    0.000    0.000    0.000 arrayop.py:458(Flatten)
        1    0.000    0.000    0.000    0.000 rootoftools.py:38(_pure_key_dict)
        1    0.000    0.000    0.000    0.000 worldmap.py:185(DoorwayObj)
        1    0.000    0.000    0.000    0.000 default.py:121(ResponseStream)
        1    0.000    0.000    0.000    0.000 converters.py:198(FloatConverter)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:13(GatherResult)
        1    0.000    0.000    0.000    0.000 transform_reward.py:22(TransformReward)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 __init__.py:332(EscapeFormatter)
        1    0.000    0.000    0.000    0.000 modes.py:52(ModeWithNonce)
        1    0.000    0.000    0.000    0.000 forward_ad.py:173(dual_level)
        1    0.000    0.000    0.000    0.000 frontend.py:149(FrontendError)
        1    0.000    0.000    0.000    0.000 exc.py:134(ShortenTraceback)
        1    0.000    0.000    0.000    0.000 enums.py:24(ProtoEnumMeta)
        1    0.000    0.000    0.000    0.000 wrap.py:26(Wrap)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._dynamo.eval_frame.set_guard_error_hook}
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:67(GradientFile)
        1    0.000    0.000    0.000    0.000 computer_use_preview_tool_param.py:10(ComputerUsePreviewToolParam)
        1    0.000    0.000    0.000    0.000 graph_manipulation.py:47(size_bytes)
        1    0.000    0.000    0.000    0.000 loss.py:975(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 __init__.py:346(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 cli.py:293(ScriptInfo)
        3    0.000    0.000    0.000    0.000 core.py:16(exhaust)
        1    0.000    0.000    0.000    0.000 patches.py:2412(Square)
        1    0.000    0.000    0.000    0.000 shapes.py:68(Polygon)
        1    0.000    0.000    0.000    0.000 __init__.py:14(DockerError)
        1    0.000    0.000    0.000    0.000 _freezable_list.py:159(AddOnlyArtifactTypesList)
        1    0.000    0.000    0.000    0.000 _view_ops.py:55(InputDim)
        1    0.000    0.000    0.000    0.000 core.py:176(constexpr_type)
        1    0.000    0.000    0.000    0.000 file_search_tool_param.py:10(FileSearchRankingOptions)
        1    0.000    0.000    0.000    0.000 __init__.py:436(UnaryUnaryClientInterceptor)
        1    0.000    0.000    0.000    0.000 video_create_params.py:15(VideoCreateParams)
        1    0.000    0.000    0.000    0.000 response_input_param.py:393(ApplyPatchCallOutput)
        1    0.000    0.000    0.000    0.000 exceptions.py:364(MethodNotAllowed)
        1    0.000    0.000    0.000    0.000 hints_wrap.py:16(HintsWrapper)
        1    0.000    0.000    0.000    0.000 argparse.py:1680(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:155(ModeFilter)
        1    0.000    0.000    0.000    0.000 response_file_search_tool_call_param.py:13(Result)
        1    0.000    0.000    0.000    0.000 web_search_preview_tool_param.py:36(WebSearchPreviewToolParam)
        1    0.000    0.000    0.000    0.000 modules.py:504(FreeModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 _internal.py:18(_Missing)
        1    0.000    0.000    0.000    0.000 _interceptor.py:203(StreamUnaryClientInterceptor)
        1    0.000    0.000    0.000    0.000 core_schema.py:2556(NullableSchema)
        1    0.000    0.000    0.000    0.000 marshal.py:250(Marshal)
        1    0.000    0.000    0.000    0.000 __init__.py:68(SupportsGt)
        1    0.000    0.000    0.000    0.000 _fa4.py:30(_FA4Handle)
        1    0.000    0.000    0.000    0.000 util.py:579(Serializable)
        1    0.000    0.000    0.000    0.000 response_input_param.py:366(ApplyPatchCall)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:204(_DisableUpdateTensorTracker)
        3    0.000    0.000    0.000    0.000 subprocess.py:2164(_save_input)
        1    0.000    0.000    0.000    0.000 backend_tools.py:390(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 rng_prims.py:154(RunAndSaveRngState)
        1    0.000    0.000    0.000    0.000 reinplace.py:62(_FunctionalizationMetadataProp)
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2857(LoggingShapeGuardPrinter)
        1    0.000    0.000    0.000    0.000 interface.py:14(RunPath)
        1    0.000    0.000    0.000    0.000 device_mesh.py:73(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:4109(Lasso)
        1    0.000    0.000    0.000    0.000 wrappers.py:28(ExportTracepoint)
        1    0.000    0.000    0.000    0.000 package.py:1039(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:60(_Lock)
        1    0.000    0.000    0.000    0.000 mock.py:2136(MagicMixin)
        1    0.000    0.000    0.000    0.000 model.py:44(Location)
        1    0.000    0.000    0.000    0.000 _module_client.py:113(ResponsesProxy)
        1    0.000    0.000    0.000    0.000 autograd_function.py:740(AutogradFunctionApply)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1105(ConvertIntKey)
        1    0.000    0.000    0.000    0.000 cbook.py:115(_StrongRef)
        1    0.000    0.000    0.000    0.000 colors.py:137(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:70(WebSocketBadStatusException)
        1    0.000    0.000    0.000    0.000 vectorize_reward.py:53(VectorizeTransformReward)
        1    0.000    0.000    0.000    0.000 VideoClip.py:1404(ColorClip)
        1    0.000    0.000    0.000    0.000 computer_action_param.py:25(Click)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:199(Param)
        1    0.000    0.000    0.000    0.000 ipython.py:90(ProgressWidget)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:167(_Sentinel)
        1    0.000    0.000    0.000    0.000 run_create_params.py:207(AdditionalMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:299(Unit)
        1    0.000    0.000    0.000    0.000 transforms.py:1343(InverseCosineTransform)
        1    0.000    0.000    0.000    0.000 sym_node.py:624(DynamicInt)
        1    0.000    0.000    0.000    0.000 parameter.py:236(_BufferMeta)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:191(SourceLoader)
        1    0.000    0.000    0.000    0.000 descriptors.py:356(AOTOutput)
        1    0.000    0.000    0.000    0.000 _python_dispatch.py:635(AliasInfo)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:423(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 diophantine.py:1029(GeneralPythagorean)
        1    0.000    0.000    0.000    0.000 graph_signature.py:47(SymFloatArgument)
        1    0.000    0.000    0.000    0.000 client.py:1506(IncompleteRead)
        1    0.000    0.000    0.000    0.000 __init__.py:510(CudaError)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 _trace_wrapped_higher_order_op.py:155(TraceWrapped)
        1    0.000    0.000    0.000    0.000 __init__.py:130(Lt)
        1    0.000    0.000    0.000    0.000 traceback.py:656(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 calendar.py:611(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 response_compact_params.py:13(ResponseCompactParams)
        1    0.000    0.000    0.000    0.000 image_edit_params.py:123(ImageEditParamsNonStreaming)
        1    0.000    0.000    0.000    0.000 errors.py:82(PydanticErrorMixin)
        1    0.000    0.000    0.000    0.000 backend_tools.py:415(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 particle.py:110(DefaultVexMotionModel)
        1    0.000    0.000    0.000    0.000 connection.py:51(Connection)
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
        1    0.000    0.000    0.000    0.000 single.py:572(FirstLinear)
        1    0.000    0.000    0.000    0.000 _model_construction.py:760(_PydanticWeakRef)
        2    0.000    0.000    0.000    0.000 lr_scheduler.py:339(__exit__)
        1    0.000    0.000    0.000    0.000 wandb_init.py:64(_handle_launch_config)
        1    0.000    0.000    0.000    0.000 knobs.py:221(env_opt_str)
        1    0.000    0.000    0.000    0.000 file_search_tool_param.py:29(RankingOptions)
        1    0.000    0.000    0.000    0.000 rules.py:258(RuleTemplateFactory)
        1    0.000    0.000    0.000    0.000 netrc.py:66(netrc)
        1    0.000    0.000    0.000    0.000 web_search_tool_param.py:51(WebSearchToolParam)
        1    0.000    0.000    0.000    0.000 core_schema.py:1806(FrozenSetSchema)
        1    0.000    0.000    0.000    0.000 transforms.py:2688(_ScaledRotation)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 filesystem.py:31(FilesDict)
        1    0.000    0.000    0.000    0.000 schemas.py:935(AOTAutogradCacheInfo)
        1    0.000    0.000    0.000    0.000 namespace_tool_param.py:13(ToolFunction)
        1    0.000    0.000    0.000    0.000 importer.py:177(_SysImporter)
        1    0.000    0.000    0.000    0.000 utils.py:1417(ValueWithLineMap)
        1    0.000    0.000    0.000    0.000 algorithms.py:47(AES128)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:428(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 core.py:3242(range)
        1    0.000    0.000    0.000    0.000 response_format_json_schema.py:11(JSONSchema)
        1    0.000    0.000    0.000    0.000 loss.py:62(L1Loss)
        1    0.000    0.000    0.000    0.000 polyoptions.py:638(Frac)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 local.py:351(_ProxyIOp)
        1    0.000    0.000    0.000    0.000 __init__.py:357(_MarkupEscapeHelper)
        2    0.000    0.000    0.000    0.000 _ops.py:331(namespace)
        2    0.000    0.000    0.000    0.000 encoder.py:407(_SimpleEncoder)
        1    0.000    0.000    0.000    0.000 grader_inputs_param.py:19(GraderInputsParamItemOutputText)
        1    0.000    0.000    0.000    0.000 text_similarity_grader_param.py:10(TextSimilarityGraderParam)
        1    0.000    0.000    0.000    0.000 path_model.py:278(PathNodeModel)
        1    0.000    0.000    0.000    0.000 chat_completion_function_message_param.py:11(ChatCompletionFunctionMessageParam)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(UnsupportedAlgorithm)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:292(ivmpf_constant)
        1    0.000    0.000    0.000    0.000 core_schema.py:1747(SetSchema)
        1    0.000    0.000    0.000    0.000 foreach_map.py:9(ForeachMap)
        1    0.000    0.000    0.000    0.000 tool_choice_function_param.py:10(ToolChoiceFunctionParam)
        1    0.000    0.000    0.000    0.000 _synchronization.py:60(ConditionStatistics)
        1    0.000    0.000    0.000    0.000 _auth.py:126(BasicAuth)
        1    0.000    0.000    0.000    0.000 wrap.py:169(WrapActivationCheckpoint)
        1    0.000    0.000    0.000    0.000 facts.py:214(rules_2prereq)
        1    0.000    0.000    0.000    0.000 cloud_tts_lrs.py:84(SynthesizeLongAudioResponse)
        1    0.000    0.000    0.000    0.000 bessel.py:846(hankel2)
        1    0.000    0.000    0.000    0.000 core.py:3378(Char)
        1    0.000    0.000    0.000    0.000 _auth.py:343(_DigestAuthChallenge)
        1    0.000    0.000    0.000    0.000 core_schema.py:263(SimpleSerSchema)
        2    0.000    0.000    0.000    0.000 _ufunclike_impl.py:12(_dispatcher)
        1    0.000    0.000    0.000    0.000 computer_action_list_param.py:45(DoubleClick)
        1    0.000    0.000    0.000    0.000 __init__.py:1370(GenericRpcHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:292(Unauthorized)
        1    0.000    0.000    0.000    0.000 base.py:164(OPackStream)
